date,category,amount
2022-04-26 12:48:49 +0000,Sport,121.49
2022-04-26 18:45:37 +0000,Taxi,44.02
2022-04-27 21:50:47 +0000,Market,93.03
2022-04-28 02:43:55 +0000,Other,58.54
2022-04-29 09:05:01 +0000,Market,100.79
2022-04-29 20:20:42 +0000,Restaurant,37.91
2022-04-30 17:10:24 +0000,Fuel,82.28
2022-04-30 21:05:14 +0000,Market,30.04
2022-05-01 19:04:34 +0000,Health,151.61
2022-05-05 17:26:21 +0000,Phone,58.2
2022-05-07 05:30:08 +0000,Transport,25.44
2022-05-07 16:24:10 +0000,Rent Car,115.23
2022-05-08 04:18:15 +0000,Sport,106.99
2022-05-08 10:44:44 +0000,Learning,81.75
2022-05-09 21:01:14 +0000,Transport,21.71
2022-05-11 14:00:32 +0000,Market,83.26
2022-05-11 19:42:11 +0000,Restaurant,38.51
2022-05-12 12:18:33 +0000,Phone,22.4
2022-05-14 14:35:21 +0000,Other,98.16
2022-05-16 07:40:53 +0000,Business Lunch,60.12
2022-05-16 11:17:34 +0000,Clothing,126.36
2022-05-18 03:10:06 +0000,Transport,27.5
2022-05-19 12:33:13 +0000,Transport,2.45
2022-05-19 12:45:38 +0000,Restaurant,23.1
2022-05-22 14:53:47 +0000,Business Lunch,103.13
2022-05-22 16:56:00 +0000,Other,191.05
2022-05-22 17:11:15 +0000,Other,187.24
2022-05-26 17:11:34 +0000,Tech,1463.1
2022-05-26 18:43:11 +0000,Fuel,88.77
2022-05-26 19:14:03 +0000,Coffee,3.93
2022-05-29 13:36:07 +0000,Tech,2153.07
2022-05-30 11:34:22 +0000,Business Lunch,75.02
2022-05-30 16:34:52 +0000,Other,124.2
2022-06-01 04:33:46 +0000,Clothing,234.21
2022-06-02 06:48:27 +0000,Phone,59.17
2022-06-02 07:22:49 +0000,Transport,9.61
2022-06-03 00:47:37 +0000,Travel,738.07
2022-06-04 05:07:29 +0000,Business Lunch,66.83
2022-06-04 06:26:58 +0000,Market,92.3
2022-06-04 16:08:02 +0000,Market,58.2
2022-06-06 18:35:10 +0000,Market,94.6
2022-06-07 13:08:53 +0000,Transport,10.39
2022-06-07 18:03:51 +0000,Clothing,89.94
2022-06-07 20:53:45 +0000,Other,77.54
2022-06-07 23:28:17 +0000,Restaurant,67.88
2022-06-09 20:32:26 +0000,Phone,45.19
2022-06-11 03:07:06 +0000,Restaurant,71.22
2022-06-11 12:36:38 +0000,Restaurant,76.78
2022-06-11 14:22:27 +0000,Fuel,58.1
2022-06-11 15:40:40 +0000,Business Lunch,92.71
2022-06-11 20:05:57 +0000,Restaurant,74.41
2022-06-12 00:41:30 +0000,Phone,10.26
2022-06-14 21:46:25 +0000,Clothing,155.73
2022-06-15 11:43:39 +0000,Health,138.63
2022-06-15 17:45:08 +0000,Transport,22.04
2022-06-16 01:39:18 +0000,Restaurant,70.19
2022-06-16 05:43:05 +0000,Sport,47.05
2022-06-17 09:54:25 +0000,Taxi,7.24
2022-06-17 13:39:00 +0000,Coffee,5.09
2022-06-17 19:07:59 +0000,Learning,301.95
2022-06-19 18:11:57 +0000,Sport,108.4
2022-06-22 09:02:07 +0000,Business Lunch,44.78
2022-06-22 21:12:06 +0000,Market,51.07
2022-06-23 20:22:19 +0000,Transport,12.86
2022-06-23 21:08:42 +0000,Health,118.02
2022-06-24 03:58:55 +0000,Restaurant,77.73
2022-06-25 08:47:15 +0000,Restaurant,76.26
2022-06-25 12:31:01 +0000,Taxi,35.04
2022-06-25 19:03:34 +0000,Coffee,7.31
2022-06-27 10:09:19 +0000,Tech,2078.52
2022-06-28 15:59:09 +0000,Transport,26.14
2022-06-28 21:29:57 +0000,Market,89.69
2022-06-29 11:38:09 +0000,Fuel,55.61
2022-06-30 04:42:41 +0000,Travel,168.83
2022-07-02 06:50:33 +0000,Transport,13.67
2022-07-03 23:44:58 +0000,Transport,3.66
2022-07-04 02:02:42 +0000,Transport,15.73
2022-07-04 18:37:50 +0000,Events,42.59
2022-07-06 09:02:14 +0000,Film/Enjoyment,25.05
2022-07-06 21:59:54 +0000,Restaurant,47.54
2022-07-06 23:22:10 +0000,Communal,142.38
2022-07-10 12:18:15 +0000,Motel,229.62
2022-07-10 14:40:02 +0000,Coffee,5.62
2022-07-10 15:43:26 +0000,Restaurant,67.89
2022-07-10 21:44:00 +0000,Restaurant,14.45
2022-07-11 18:17:53 +0000,Sport,96.02
2022-07-14 00:02:22 +0000,Phone,14.56
2022-07-15 06:43:39 +0000,Clothing,39.72
2022-07-15 15:45:34 +0000,Clothing,211.15
2022-07-18 01:50:32 +0000,Transport,8.94
2022-07-19 08:32:55 +0000,Transport,15.79
2022-07-19 23:59:24 +0000,Coffee,5.62
2022-07-20 01:50:30 +0000,Business Lunch,105.6
2022-07-21 02:12:24 +0000,Communal,153.94
2022-07-21 08:17:58 +0000,Film/Enjoyment,52.63
2022-07-21 23:04:26 +0000,Taxi,24.53
2022-07-22 23:39:51 +0000,Market,41.65
2022-07-23 07:33:55 +0000,Travel,95.17
2022-07-23 13:22:27 +0000,Other,171.81
2022-07-24 02:40:02 +0000,Rent Car,125.71
2022-07-25 03:50:45 +0000,Market,70.16
2022-07-25 16:01:51 +0000,Clothing,183.2
2022-07-26 12:15:13 +0000,Health,202.02
2022-07-26 13:50:23 +0000,Other,171.79
2022-07-27 18:29:03 +0000,Market,39.02
2022-07-29 03:45:26 +0000,Restaurant,35.58
2022-07-29 04:49:27 +0000,Phone,48.07
2022-07-29 23:47:58 +0000,Motel,247.96
2022-07-30 12:52:37 +0000,Market,33.7
2022-07-30 20:53:43 +0000,Market,23.09
2022-08-01 04:53:21 +0000,Events,117.6
2022-08-01 21:11:11 +0000,Market,80.57
2022-08-03 02:42:05 +0000,Restaurant,26.8
2022-08-03 10:45:22 +0000,Coffee,2.2
2022-08-06 22:45:59 +0000,Taxi,27.85
2022-08-08 12:11:54 +0000,Restaurant,48.89
2022-08-10 13:55:40 +0000,Transport,24.05
2022-08-10 17:51:00 +0000,Tech,1071.42
2022-08-10 23:47:44 +0000,Restaurant,79.62
2022-08-11 21:43:13 +0000,Other,56.77
2022-08-12 05:39:29 +0000,Market,93.57
2022-08-12 09:03:11 +0000,Coffee,4.71
2022-08-14 06:56:46 +0000,Film/Enjoyment,20.59
2022-08-15 20:54:15 +0000,Restaurant,14.41
2022-08-18 13:12:56 +0000,Travel,416.45
2022-08-19 15:05:21 +0000,Travel,636.26
2022-08-20 01:10:22 +0000,Market,26.68
2022-08-21 14:02:57 +0000,Learning,167.26
2022-08-21 16:48:02 +0000,Market,101.76
2022-08-22 12:34:02 +0000,Transport,23.14
2022-08-22 14:35:30 +0000,Coffee,4.74
2022-08-23 05:57:45 +0000,Market,74.83
2022-08-23 20:32:00 +0000,Market,19.52
2022-08-23 23:50:14 +0000,Rent Car,46.86
2022-08-24 00:49:20 +0000,Transport,10.41
2022-08-25 12:49:28 +0000,Clothing,196.51
2022-08-26 05:09:29 +0000,Coffee,9.69
2022-08-26 14:42:56 +0000,Restaurant,26.17
2022-08-26 15:10:27 +0000,Film/Enjoyment,10.51
2022-08-26 16:30:24 +0000,Transport,27.89
2022-08-29 17:26:13 +0000,Market,26.85
2022-08-30 09:31:51 +0000,Communal,95.79
2022-09-01 04:41:04 +0000,Taxi,17.59
2022-09-01 18:06:31 +0000,Tech,1123.2
2022-09-02 13:44:00 +0000,Other,148.34
2022-09-02 18:16:43 +0000,Film/Enjoyment,37.72
2022-09-02 19:30:36 +0000,Restaurant,21.87
2022-09-03 00:16:53 +0000,Taxi,18.03
2022-09-03 03:17:31 +0000,Transport,9.42
2022-09-05 14:18:17 +0000,Transport,7.49
2022-09-05 20:36:17 +0000,Learning,157.78
2022-09-06 16:37:09 +0000,Restaurant,25.94
2022-09-08 16:33:20 +0000,Coffee,3.52
2022-09-10 16:24:08 +0000,Restaurant,37.84
2022-09-10 21:27:56 +0000,Fuel,31.2
2022-09-15 20:33:20 +0000,Business Lunch,44.36
2022-09-17 04:49:52 +0000,Other,174.07
2022-09-19 19:09:55 +0000,Coffee,8.33
2022-09-22 13:50:34 +0000,Communal,103.21
2022-09-23 22:16:49 +0000,Travel,400.55
2022-09-24 20:15:24 +0000,Restaurant,61.19
2022-09-25 08:37:14 +0000,Travel,96.71
2022-09-26 07:41:21 +0000,Market,88.62
2022-09-26 21:44:42 +0000,Events,177.13
2022-09-28 17:23:33 +0000,Other,87.35
2022-09-28 23:39:56 +0000,Other,88.42
2022-09-29 12:42:25 +0000,Clothing,159.18
2022-09-30 23:21:32 +0000,Taxi,38.89
2022-09-30 23:47:40 +0000,Restaurant,77.42
2022-10-01 17:24:36 +0000,Rent Car,67.25
2022-10-05 11:05:32 +0000,Rent Car,107.84
2022-10-05 23:21:25 +0000,Restaurant,37.44
2022-10-06 10:56:18 +0000,Phone,31.53
2022-10-08 13:56:04 +0000,Transport,26.67
2022-10-08 22:52:25 +0000,Transport,23.16
2022-10-10 20:55:40 +0000,Clothing,134.2
2022-10-12 17:04:47 +0000,Rent,919.7
2022-10-13 07:31:22 +0000,Sport,33.24
2022-10-14 00:55:36 +0000,Coffee,4.56
2022-10-14 02:51:19 +0000,Transport,23.16
2022-10-14 04:25:19 +0000,Phone,50.19
2022-10-15 15:21:36 +0000,Market,66.67
2022-10-16 12:03:26 +0000,Motel,237.34
2022-10-18 04:02:18 +0000,Restaurant,50.24
2022-10-19 10:11:17 +0000,Other,194.65
2022-10-19 20:30:07 +0000,Restaurant,58.44
2022-10-21 08:27:13 +0000,Learning,253.86
2022-10-21 20:37:08 +0000,Coffee,3.45
2022-10-22 10:36:17 +0000,Clothing,83.95
2022-10-27 10:34:30 +0000,Film/Enjoyment,57.64
2022-10-29 04:22:45 +0000,Fuel,84.04
2022-10-30 08:36:08 +0000,Coffee,9.67
2022-10-30 21:39:54 +0000,Other,89.9
2022-10-31 15:38:53 +0000,Restaurant,34.58
2022-11-01 08:46:24 +0000,Restaurant,14.93
2022-11-02 09:40:16 +0000,Restaurant,24.19
2022-11-02 19:51:51 +0000,Restaurant,13.42
2022-11-04 06:30:56 +0000,Communal,95.11
2022-11-04 12:08:14 +0000,Transport,25.84
2022-11-05 05:00:04 +0000,Transport,3.51
2022-11-05 08:25:11 +0000,Fuel,26.45
2022-11-07 14:59:23 +0000,Health,192.14
2022-11-07 15:02:07 +0000,Restaurant,30.59
2022-11-09 10:06:08 +0000,Health,33.9
2022-11-09 17:16:03 +0000,Transport,9.14
2022-11-10 15:51:20 +0000,Fuel,56.78
2022-11-10 22:50:40 +0000,Taxi,43.75
2022-11-11 16:22:52 +0000,Coffee,6.54
2022-11-12 06:13:59 +0000,Sport,92.85
2022-11-12 14:11:08 +0000,Restaurant,19.1
2022-11-12 18:08:43 +0000,Other,131.3
2022-11-13 02:43:27 +0000,Coffee,7.24
2022-11-15 05:43:52 +0000,Travel,712.51
2022-11-15 09:54:57 +0000,Transport,26.91
2022-11-17 00:05:50 +0000,Market,68.48
2022-11-19 15:54:21 +0000,Transport,5.82
2022-11-20 16:00:19 +0000,Phone,44.43
2022-11-20 16:31:10 +0000,Coffee,4.35
2022-11-22 13:14:56 +0000,Other,107.19
2022-11-23 03:46:33 +0000,Restaurant,60.3
2022-11-23 15:23:12 +0000,Transport,26.34
2022-11-23 18:08:28 +0000,Health,65.05
2022-11-26 02:43:50 +0000,Coffee,9.1
2022-11-26 10:26:07 +0000,Market,91.27
2022-11-28 11:44:51 +0000,Clothing,101.68
2022-11-29 14:18:25 +0000,Transport,19.17
2022-12-01 09:25:03 +0000,Travel,312.32
2022-12-03 08:52:50 +0000,Tech,1623.45
2022-12-03 09:21:21 +0000,Clothing,92.67
2022-12-05 09:39:01 +0000,Restaurant,42.22
2022-12-06 11:11:59 +0000,Film/Enjoyment,11.71
2022-12-06 15:56:06 +0000,Coffee,3.3
2022-12-07 10:54:11 +0000,Health,39.15
2022-12-07 14:47:49 +0000,Rent,1333.57
2022-12-07 15:04:26 +0000,Coffee,7.86
2022-12-08 04:06:58 +0000,Business Lunch,84.88
2022-12-08 16:09:43 +0000,Phone,45.88
2022-12-09 03:00:35 +0000,Health,138.72
2022-12-09 07:42:52 +0000,Other,92.56
2022-12-09 15:49:33 +0000,Transport,6.09
2022-12-11 20:53:40 +0000,Restaurant,41.19
2022-12-13 04:29:03 +0000,Taxi,31.54
2022-12-13 05:05:44 +0000,Market,96.42
2022-12-14 23:59:16 +0000,Business Lunch,115.98
2022-12-16 11:57:58 +0000,Tech,1661.75
2022-12-21 16:44:09 +0000,Clothing,104.42
2022-12-21 20:12:13 +0000,Coffee,3.49
2022-12-22 04:40:27 +0000,Business Lunch,111.02
2022-12-22 06:24:41 +0000,Other,198.35
2022-12-22 21:55:57 +0000,Restaurant,26.43
2022-12-23 13:09:41 +0000,Tech,1782.4
2022-12-24 01:26:10 +0000,Phone,14.99
2022-12-24 04:00:08 +0000,Other,110.34
2022-12-25 16:54:59 +0000,Motel,212.7
2022-12-25 17:07:49 +0000,Travel,622.33
2022-12-25 22:47:30 +0000,Coffee,4.2
2022-12-26 04:20:55 +0000,Rent Car,39.35
2022-12-30 00:03:55 +0000,Taxi,18.25
2022-12-30 17:16:44 +0000,Coffee,6.75
2022-12-31 18:20:46 +0000,Rent,545.94
2022-01-01 21:08:19 +0000,Restaurant,77.87
2022-01-04 06:11:20 +0000,Coffee,7.45
2022-01-04 20:01:42 +0000,Restaurant,48.6
2022-01-06 10:41:46 +0000,Transport,6.76
2022-01-08 04:41:52 +0000,Learning,178.81
2022-01-09 04:54:35 +0000,Other,98.31
2022-01-16 02:29:41 +0000,Restaurant,44.56
2022-01-17 00:30:46 +0000,Health,198.0
2022-01-18 13:19:05 +0000,Restaurant,70.78
2022-01-18 18:03:58 +0000,Fuel,50.93
2022-01-19 11:27:12 +0000,Market,38.22
2022-01-21 11:42:23 +0000,Fuel,65.73
2022-01-24 12:29:39 +0000,Coffee,7.89
2022-01-25 03:26:03 +0000,Business Lunch,100.75
2022-01-25 14:54:05 +0000,Restaurant,31.84
2022-01-25 22:36:21 +0000,Rent Car,89.89
2022-01-26 12:18:13 +0000,Market,99.82
2022-01-27 10:25:01 +0000,Communal,36.23
2022-01-28 07:52:41 +0000,Other,139.58
2022-01-31 06:23:22 +0000,Taxi,40.58
2022-02-01 10:42:38 +0000,Motel,170.68
2022-02-02 10:47:09 +0000,Transport,4.81
2022-02-02 12:43:13 +0000,Sport,84.28
2022-02-03 13:11:56 +0000,Restaurant,11.68
2022-02-03 13:58:48 +0000,Coffee,7.04
2022-02-05 19:53:58 +0000,Coffee,9.77
2022-02-08 13:15:39 +0000,Clothing,244.86
2022-02-09 16:22:06 +0000,Restaurant,52.22
2022-02-10 15:28:43 +0000,Travel,652.93
2022-02-12 05:33:52 +0000,Transport,19.89
2022-02-12 21:56:06 +0000,Other,152.22
2022-02-12 23:39:41 +0000,Clothing,22.56
2022-02-13 01:31:32 +0000,Transport,3.23
2022-02-13 22:00:54 +0000,Coffee,3.3
2022-02-14 09:34:31 +0000,Business Lunch,69.77
2022-02-16 05:03:22 +0000,Clothing,49.59
2022-02-16 17:26:24 +0000,Transport,28.52
2022-02-17 04:45:03 +0000,Restaurant,74.09
2022-02-20 22:35:38 +0000,Restaurant,61.54
2022-02-21 05:39:25 +0000,Restaurant,13.69
2022-02-23 14:26:27 +0000,Rent,1165.19
2022-02-28 18:58:23 +0000,Coffee,4.74
2022-03-01 21:20:58 +0000,Market,100.43
2022-03-02 16:27:13 +0000,Restaurant,33.8
2022-03-05 06:08:19 +0000,Restaurant,40.55
2022-03-06 15:57:49 +0000,Restaurant,60.36
2022-03-09 04:59:47 +0000,Restaurant,22.72
2022-03-10 16:33:18 +0000,Restaurant,35.3
2022-03-10 19:38:06 +0000,Clothing,187.88
2022-03-11 12:55:07 +0000,Tech,462.78
2022-03-15 02:20:18 +0000,Coffee,3.22
2022-03-15 08:03:32 +0000,Coffee,3.3
2022-03-15 12:26:31 +0000,Restaurant,30.24
2022-03-15 19:37:58 +0000,Market,81.93
2022-03-16 07:29:32 +0000,Travel,341.63
2022-03-16 22:16:39 +0000,Taxi,36.68
2022-03-17 15:39:30 +0000,Sport,117.65
2022-03-21 03:09:22 +0000,Rent Car,105.21
2022-03-21 17:27:15 +0000,Market,92.6
2022-03-23 21:03:20 +0000,Transport,2.08
2022-03-24 08:28:15 +0000,Coffee,2.24
2022-03-24 09:00:35 +0000,Health,274.71
2022-03-25 01:04:00 +0000,Market,41.67
2022-03-26 11:48:24 +0000,Market,48.64
2022-03-28 00:15:42 +0000,Restaurant,47.88
2022-03-28 10:38:04 +0000,Motel,209.18
2022-03-28 17:46:33 +0000,Clothing,224.37
2022-03-29 23:17:19 +0000,Restaurant,51.37
2022-03-30 05:18:46 +0000,Coffee,5.31
2022-04-01 04:45:33 +0000,Restaurant,67.79
2022-04-01 07:15:58 +0000,Fuel,88.69
2022-04-03 18:46:43 +0000,Events,24.74
2022-04-04 12:19:01 +0000,Health,206.6
2022-04-05 23:33:39 +0000,Restaurant,70.5
2022-04-07 05:55:19 +0000,Film/Enjoyment,49.01
2022-04-08 10:55:18 +0000,Motel,248.05
2022-04-08 23:13:36 +0000,Restaurant,73.17
2022-04-09 05:00:30 +0000,Other,99.82
2022-04-09 18:54:44 +0000,Market,13.96
2022-04-11 20:09:21 +0000,Business Lunch,61.4
2022-04-12 01:52:11 +0000,Communal,194.4
2022-04-12 10:32:10 +0000,Market,13.0
2022-04-14 02:27:14 +0000,Restaurant,53.44
2022-04-15 01:10:07 +0000,Film/Enjoyment,48.35
2022-04-19 02:28:28 +0000,Coffee,8.74
2022-04-22 05:48:42 +0000,Clothing,233.55
2022-04-25 19:39:07 +0000,Taxi,23.1
2022-04-26 00:05:58 +0000,Learning,245.53
2022-04-27 14:42:03 +0000,Travel,556.41
2022-04-30 05:54:59 +0000,Taxi,46.66
2022-05-01 07:38:29 +0000,Tech,302.29
2022-05-02 01:47:40 +0000,Coffee,9.03
2022-05-02 16:10:22 +0000,Restaurant,34.23
2022-05-04 02:06:29 +0000,Learning,367.68
2022-05-06 05:45:58 +0000,Restaurant,53.36
2022-05-06 08:49:39 +0000,Restaurant,61.34
2022-05-06 18:01:05 +0000,Sport,119.73
2022-05-08 17:20:02 +0000,Health,151.69
2022-05-08 20:46:38 +0000,Phone,40.74
2022-05-09 08:12:16 +0000,Market,66.86
2022-05-12 11:51:54 +0000,Taxi,33.48
2022-05-12 16:53:27 +0000,Transport,23.97
2022-05-13 03:42:36 +0000,Other,43.67
2022-05-14 11:08:55 +0000,Transport,13.32
2022-05-15 01:27:06 +0000,Events,97.45
2022-05-15 16:37:51 +0000,Film/Enjoyment,58.97
2022-05-16 01:40:26 +0000,Restaurant,70.13
2022-05-16 19:20:21 +0000,Coffee,5.45
2022-05-19 23:34:00 +0000,Restaurant,52.58
2022-05-20 02:40:34 +0000,Taxi,18.29
2022-05-20 21:04:40 +0000,Restaurant,72.1
2022-05-22 14:17:52 +0000,Transport,21.92
2022-05-23 15:56:17 +0000,Clothing,64.18
2022-05-24 00:14:55 +0000,Other,98.1
2022-05-24 09:57:40 +0000,Fuel,53.49
2022-05-26 22:57:54 +0000,Sport,121.61
2022-05-27 03:26:55 +0000,Tech,1394.32
2022-05-28 16:37:58 +0000,Transport,28.94
2022-05-30 08:23:37 +0000,Health,88.57
2022-06-01 02:58:55 +0000,Taxi,42.44
2022-06-02 17:16:20 +0000,Phone,16.18
2022-06-07 00:20:31 +0000,Phone,22.7
2022-06-09 13:25:51 +0000,Other,95.68
2022-06-09 23:27:34 +0000,Restaurant,60.1
2022-06-14 20:21:13 +0000,Restaurant,17.21
2022-06-16 15:14:22 +0000,Sport,149.65
2022-06-18 21:19:11 +0000,Business Lunch,53.13
2022-06-19 07:26:12 +0000,Travel,442.09
2022-06-19 23:53:18 +0000,Sport,130.61
2022-06-21 05:52:58 +0000,Coffee,3.05
2022-06-21 07:51:17 +0000,Restaurant,12.86
2022-06-21 21:16:59 +0000,Clothing,144.61
2022-06-22 17:49:17 +0000,Transport,14.81
2022-06-23 21:17:02 +0000,Transport,8.91
2022-06-24 18:13:32 +0000,Restaurant,59.99
2022-06-25 13:56:46 +0000,Fuel,90.23
2022-06-26 04:44:08 +0000,Restaurant,28.1
2022-06-26 22:45:27 +0000,Restaurant,24.81
2022-06-27 23:42:24 +0000,Other,155.35
2022-06-28 10:14:59 +0000,Learning,363.8
2022-06-28 14:24:36 +0000,Events,73.12
2022-06-30 19:25:51 +0000,Restaurant,55.29
2022-07-01 12:00:04 +0000,Transport,8.59
2022-07-01 19:59:47 +0000,Phone,12.58
2022-07-01 23:20:12 +0000,Learning,273.12
2022-07-01 23:35:39 +0000,Coffee,3.68
2022-07-02 01:03:14 +0000,Rent,1312.41
2022-07-03 19:46:26 +0000,Clothing,178.22
2022-07-04 03:23:03 +0000,Coffee,5.5
2022-07-04 11:44:05 +0000,Phone,46.55
2022-07-05 04:17:53 +0000,Market,19.6
2022-07-05 10:57:49 +0000,Learning,93.06
2022-07-05 22:51:28 +0000,Communal,128.16
2022-07-06 23:43:24 +0000,Sport,104.88
2022-07-08 22:25:28 +0000,Market,65.0
2022-07-11 04:59:52 +0000,Market,66.94
2022-07-13 16:21:33 +0000,Transport,23.37
2022-07-14 15:07:39 +0000,Rent,721.05
2022-07-15 10:28:41 +0000,Motel,236.9
2022-07-16 03:23:54 +0000,Transport,26.48
2022-07-17 04:33:26 +0000,Tech,634.01
2022-07-18 08:54:58 +0000,Sport,13.5
2022-07-18 22:43:50 +0000,Rent Car,41.17
2022-07-20 20:14:08 +0000,Business Lunch,54.03
2022-07-22 05:16:04 +0000,Business Lunch,79.6
2022-07-22 18:58:47 +0000,Transport,8.92
2022-07-24 06:36:28 +0000,Clothing,141.04
2022-07-26 12:47:05 +0000,Transport,3.94
2022-07-29 19:46:16 +0000,Restaurant,13.35
2022-08-02 04:09:03 +0000,Clothing,191.04
2022-08-02 10:52:01 +0000,Motel,168.75
2022-08-03 13:51:34 +0000,Rent,1007.29
2022-08-03 16:31:50 +0000,Restaurant,28.74
2022-08-04 12:17:50 +0000,Communal,84.89
2022-08-07 00:58:35 +0000,Motel,170.0
2022-08-07 00:59:57 +0000,Taxi,36.0
2022-08-08 15:24:04 +0000,Rent,1263.64
2022-08-09 19:30:06 +0000,Motel,70.2
2022-08-10 08:22:42 +0000,Taxi,42.48
2022-08-11 00:37:26 +0000,Restaurant,60.0
