date,category,amount
2025-04-30 12:54:28 +0000,Cab,15.9
2025-10-25 05:12:07 +0000,rent car,88.26
20250823,Events,188.43
2025-08-06 19:38:43 +0000,Transports,25.41
2025-05-09 10:30:59 +0000,Coffe,8.68
12/14/2025,Supermarket,24.58
12/2/2025,film,39.95
2025-12-13 17:51:50 +0000,Biz Lunch,79.75
2025-03-28 15:51:08 +0000,TRANSPORT,
20250920,Film/Enjoyment,22.71
2025-10-12 16:08:41 +0000,Coffe,9.19
20250819,cafe,8.89
2025-04-23 10:01:05 +0000,resto,14.69
20251214,misc,142.32
1/25/2025,taxi,??
2025-04-21 07:27:34 +0000,Transports,17.93
2025-10-23 23:56:29 +0000,Event,156.66
2025-12-17 12:07:02 +0000,MARKET,80.6
20251030,supermarket,108.35
6/24/2025,transport,19.75
2/19/2025,Transports,13.02
2025-12-22 12:45:10 +0000,COMMUNAL,166.99
20250820,RENT,422.77
20251006,Misc,199.94
2025-10-25 21:38:46 +0000,Clothes,227.52
20250302,Mobile,33.01
2025-09-20 14:02:41 +0000,Cafe,3.4
2025-10-22 23:36:28 +0000,restaurant,55.44
20250714,Education,
2025-11-14 02:45:42 +0000,Car Rental,130.97
20250517,travel,93.39
20250503,business_lunch,49.25
1/15/2025,supermarket,15.8
2025-01-29 13:49:15 +0000,rent car,-18.87
2025-06-21 20:22:56 +0000,Transports,28.12
2025-03-20 06:21:43 +0000,business lunch,40.52
2025-02-02 09:03:33 +0000,Restaurant,
5/23/2025,resto,73
7/28/2025,market,63.32
20251221,PHONE,53.17
20250220,transport,21.31
2025-04-27 06:25:29 +0000,Events,N/A
2025-04-21 10:25:43 +0000,Market,13.96
2025-03-24 19:03:04 +0000,Restaurent,52.84
2025-12-19 07:38:07 +0000,Market,86.96
20251203,CLOTHING,86.8
2025-10-12 13:34:55 +0000,COMMUNAL,138.87
2025-05-01 17:36:43 +0000,RESTAURANT,16.25
2025-02-16 23:53:55 +0000,Market,86.67
20250923,Transportation,25.26
2025-05-04 17:38:00 +0000,MARKET,-4.66
2025-09-05 18:46:31 +0000,Taxi,
2025-12-12 11:00:01 +0000,cafe,4.61
8/24/2025,miscellaneous,123.26
20250603,sports,118.57
2025-08-22 23:48:54 +0000,supermarket,100.94
10/2/2025,film,43.84
2025-12-27 14:50:45 +0000,Business_Lunch,76.81
2025-10-24 05:57:24 +0000,Hotel,111.24
2025-01-19 20:33:57 +0000,MARKET,16.66
20251024,Restuarant,26.9
2025-12-02 04:00:39 +0000,RESTAURANT,-9.98
2025-07-11 01:55:08 +0000,Transportation,23.43
20250108,Health,64.65
9/10/2025,Travelling,543.63
2025-07-04 12:05:12 +0000,Communal,73.35
1/6/2025,transport,28.48
2/24/2025,gas,45.26
8/26/2025,Clothes,263.77
20250916,hotel,215.03
20251105,Tech,N/A
2025-07-23 17:56:23 +0000,resto,-48.47
2025-12-04 07:01:12 +0000,RESTAURANT,-48.34
2025-12-18 23:18:14 +0000,Technology,2229.41
4/16/2025,PHONE,20.27
20250609,TRANSPORT,23.29
2025-12-18 09:55:56 +0000,Business_Lunch,
2025-03-05 19:55:39 +0000,FUEL,44.78
10/28/2025,Transports,22.69
2025-05-29 08:47:49 +0000,Cafe,6.19
2025-03-20 15:54:06 +0000,business lunch,22.96
2025-06-10 13:49:13 +0000,Coffe,3.13
2025-03-01 06:24:21 +0000,MARKET,13.52
20251217,Rental,??
2025-09-01 17:20:18 +0000,Learning,168.95
20250916,Entertainment,45.91
2025-11-11 17:00:22 +0000,Clothing,173.1
2025-10-29 11:22:00 +0000,hotel,N/A
7/16/2025,Market,67.37
2025-05-22 21:28:41 +0000,Coffee,2.62
2025-04-02 22:06:18 +0000,SPORT,10.44
2025-03-02 02:31:38 +0000,Hotel,207.75
20250922,RENT,1017.67
2025-07-02 22:26:35 +0000,Motel,178.23
20250505,MARKET,21.35
20250609,Coffe,7.05
2025-09-09 00:31:43 +0000,Restuarant,79.45
2025-09-23 14:55:42 +0000,Restaurent,48.54
2025-05-12 01:12:35 +0000,Restuarant,46.24
5/10/2025,Other,73.59
20250706,supermarket,32.75
20250412,Coffe,4.15
2025-04-10 02:33:59 +0000,health,117.98
20250125,Other,196.7
5/27/2025,resto,??
2025-10-06 00:21:40 +0000,Coffee,5.81
2025-03-27 14:31:40 +0000,Market,81.76
2025-02-11 14:56:10 +0000,LEARNING,
2025-03-28 11:25:12 +0000,Coffe,-37.06
2025-04-14 23:25:56 +0000,Supermarket,55.06
20250605,Hotel,212.48
20250511,RESTAURANT,57.08
2025-03-24 02:12:19 +0000,car rental,105.26
20250406,Supermarket,7.59
20250813,clothing,249.66
2025-08-24 22:43:04 +0000,supermarket,
2025-12-28 03:26:07 +0000,Transportation,6.41
2025-05-15 14:01:00 +0000,Education,-20.04
2025-06-03 22:00:05 +0000,EVENT,179.48
2025-09-08 09:13:05 +0000,restaurant,49.37
2025-02-09 23:59:29 +0000,Mobile,33.59
12/14/2025,sports,53.75
2025-05-22 16:26:35 +0000,supermarket,48.92
1/23/2025,resto,34.38
2025-08-26 08:26:49 +0000,Tech,558.62
2025-08-22 23:08:01 +0000,Car Rental,62.76
2025-07-04 21:29:06 +0000,Sports,104.88
10/26/2025,OTHER,82.91
2025-04-26 13:14:00 +0000,Business_Lunch,42.78
2025-12-25 09:52:25 +0000,sports,78.09
20250313,MARKET,46.42
8/7/2025,Biz Lunch,105.35
9/28/2025,RESTAURANT,79.39
2025-09-23 19:55:41 +0000,Tech,811.51
2025-05-20 02:18:00 +0000,Fuel,55.72
2025-11-02 20:49:10 +0000,OTHER,132.25
2025-12-12 19:17:14 +0000,Entertainment,53.23
2025-08-22 04:05:09 +0000,OTHER,98.64
2025-10-29 14:21:28 +0000,Restuarant,47.84
2025-06-28 01:00:41 +0000,clothes,
2025-06-29,transport,11.74
2025-12-18 10:39:29 +0000,COMMUNAL,141.38
5/27/2025,Other,183.27
20250416,Restaurent,??
2025-12-09 16:05:17 +0000,other,-25.88
2025-11-27 06:17:01 +0000,fuel,83.43
2025-12-06 06:31:59 +0000,rent,720.01
2025-06-24 22:18:58 +0000,RESTAURANT,37.47
2025-03-13 14:03:16 +0000,Restuarant,43.7
2025-08-02 09:48:40 +0000,market,97.16
2025-07-23 22:14:40 +0000,restaurant,45.41
10/15/2025,Gas,76.23
5/20/2025,market,87.42
8/19/2025,supermarket,70.33
20250121,sports,120.17
3/5/2025,TRANSPORT,28.93
20251012,Restuarant,61.01
2025-05-11 05:33:40 +0000,SPORT,12.1
2025-09-29 03:32:06 +0000,coffee,3.71
4/1/2025,film/enjoyment,43.89
2025-08-09 13:31:57 +0000,business lunch,110.2
2025-03-06 22:08:44 +0000,TRAVEL,734.23
2025-01-11 03:05:27 +0000,Event,-9
5/20/2025,travelling,76.91
12/19/2025,Cab,-23.46
2025-02-15 11:31:50 +0000,Car Rental,55.63
20251213,Phone,40.64
7/29/2025,Supermarket,117.72
2025-05-19 02:33:26 +0000,film/enjoyment,55.15
20250918,Health,221.23
2025-10-17 15:58:12 +0000,OTHER,70.5
2025-01-08 20:05:45 +0000,Coffee,5.46
2025-02-24 21:28:40 +0000,rent,404.96
1/6/2025,learning,137.25
10/22/2025,Coffe,unknown
2025-11-10 03:26:52 +0000,TRANSPORT,21.74
2025-07-03 18:22:29 +0000,Event,93.01
2025-01-15 22:07:49 +0000,Misc,13.49
2025-01-02 05:54:25 +0000,communal,191.43
2025-09-23 20:40:17 +0000,TECH,179.17
6/13/2025,Restaurant,43.99
20250206,Other,83.41
2/13/2025,Coffe,4.57
2025-05-14 02:56:33 +0000,clothes,248.91
2025-01-05 12:03:08 +0000,event,164.15
2025-10-12 11:04:58 +0000,COFFEE,5
5/9/2025,restaurant,45.34
3/25/2025,learning,461.94
20251102,Transports,12.16
7/6/2025,SPORT,145.98
20250604,miscellaneous,196.75
2025-09-13 11:52:58 +0000,Entertainment,13.33
2025-10-21 10:39:51 +0000,transport,4.06
2025-10-02 00:06:26 +0000,Healthcare,71.45
10/1/2025,PHONE,18.65
11/3/2025,Transportation,12.68
2025-09-11 04:12:40 +0000,Transport,11.56
8/11/2025,Sports,57.53
7/17/2025,rent car,??
2025-10-06 14:19:51 +0000,Film/Enjoyment,55.99
12/2/2025,MARKET,61.74
2025-10-27 14:35:24 +0000,technology,??
20250703,Coffe,-38.96
2025-07-26 08:19:49 +0000,Events,100.88
2/11/2025,Coffee,
20250201,Clothes,257.29
2025-04-03 11:33:59 +0000,gas,37.75
1/16/2025,Film,32.99
20250325,resto,18.4
20250727,Transportation,2.66
11/11/2025,clothing,144.97
5/7/2025,motel,242.98
8/30/2025,taxi,47.63
2025-05-15 15:38:58 +0000,clothes,108.92
20250204,taxi,7.85
20250515,Supermarket,5.48
2025-04-09 04:36:03 +0000,resto,69.52
2025-10-23 16:35:59 +0000,Business Lunch,50.29
2/8/2025,film/enjoyment,50.73
2025-07-28 20:55:27 +0000,cafe,4.06
2025-01-02 08:23:00 +0000,Coffee,3.6
2025-11-02 04:51:28 +0000,OTHER,147.59
2025-06-15 15:39:06 +0000,resto,77.95
2025-07-30 05:14:01 +0000,miscellaneous,17.75
6/25/2025,EVENT,174.71
9/1/2025,Restuarant,25.88
20250225,RESTAURANT,49.31
3/15/2025,Phone Bill,29.51
2025-10-02 07:58:25 +0000,market,90
10/5/2025,cafe,-32.05
2025-08-26 10:18:54 +0000,SPORT,-47.03
2025-05-07 19:38:35 +0000,RESTAURANT,14.05
3/2/2025,Rent Car,45.84
2025-03-23 06:28:53 +0000,market,50
20250422,Cafe,3.12
2025-12-26 21:03:20 +0000,MARKET,20.74
2025-11-19 22:59:08 +0000,TRANSPORT,27.81
2025-11-30 11:26:46 +0000,MARKET,79.87
2025-06-28 14:12:12 +0000,other,183.96
2025-12-16 20:18:09 +0000,sport,89.51
2025-10-26 11:42:28 +0000,Taxi,40.89
20250314,Film,56.67
8/22/2025,Rent,771.42
2025-03-29 08:19:38 +0000,Coffee,8.13
2025-12-23 14:35:52 +0000,Restaurent,10.77
20250630,HEALTH,197.68
2025-06-03 01:49:56 +0000,TRANSPORT,8.26
8/16/2025,market,41.16
10/10/2025,Phone Bill,46.47
2025-08-15 02:41:19 +0000,Learning,333.97
2025-12-11 18:07:30 +0000,Restaurent,27.33
2025-12-05 02:46:41 +0000,tech,2265.3
5/22/2025,Transports,6.6
2025-04-26 13:16:41 +0000,Restaurent,47.17
2025-11-05 11:46:47 +0000,RESTAURANT,69.81
2025-09-23 04:36:12 +0000,misc,95.18
20250510,Fuel,40.46
2025-10-16 23:54:04 +0000,communal,112.32
2025-06-07 21:36:25 +0000,other,111.59
2025-01-22 04:10:39 +0000,clothes,127.48
2025-02-13 20:00:30 +0000,Coffe,4.19
10/24/2025,restaurant,49.33
2025-01-23 11:48:15 +0000,Sports,66.77
2025-04-20 01:56:57 +0000,Misc,120.84
1/1/2025,EVENT,19.77
20250429,Healthcare,102.84
20251023,Cafe,9.36
2025-06-14 13:30:36 +0000,restaurant,39.03
20250511,Motel,108.68
2025-02-25 15:54:13 +0000,Transportation,12.62
20250516,business lunch,58.67
20250930,coffee,3.43
3/22/2025,supermarket,unknown
3/23/2025,Restaurant,-22.06
2025-06-20 06:02:35 +0000,Restaurant,30.97
20250516,market,54.12
2025-11-15 23:08:20 +0000,supermarket,93.14
2025-06-16 16:57:33 +0000,Film/Enjoyment,21.78
2025-04-23 11:21:28 +0000,FUEL,63.8
20251226,cab,??
4/27/2025,Taxi,27.93
3/12/2025,Transports,-37.44
20251010,Transport,??
12/26/2025,PHONE,13.62
20250603,transport,4.65
2025-10-04 21:46:03 +0000,Transportation,24.78
2025-09-17 19:19:40 +0000,Supermarket,
20250802,clothing,142.43
2025-02-18 06:19:11 +0000,health,39.13
2025-10-20 03:39:05 +0000,sport,128.56
2025-06-30 21:48:38 +0000,Coffe,7.55
6/24/2025,clothes,119.4
2025-07-15 04:49:01 +0000,Transports,10.93
2025-03-15 20:42:41 +0000,market,
20250805,Misc,106.89
2025-01-23 18:06:18 +0000,Restaurent,61.14
20250510,restaurant,71.34
2025-04-01 06:53:29 +0000,Transport,3.58
2025-01-28 04:10:11 +0000,Restuarant,25.4
2025-08-23 13:12:49 +0000,Clothes,287.19
2025-09-14 17:27:19 +0000,coffee,9.92
2025-11-27 01:42:37 +0000,PHONE,-35.12
20251028,coffee,2.34
20250721,Learning,496.18
2025-06-11 17:44:57 +0000,Fuel,90.16
20250212,car rental,155.99
20250325,Cab,20.53
2025-02-24 21:50:40 +0000,Phone Bill,48.92
2025-10-15 22:59:46 +0000,Transports,25.5
2025-04-03 16:03:07 +0000,phone,34.51
2025-04-11 11:32:15 +0000,Restaurant,37.58
20250618,TAXI,37.73
20250901,Restaurant,64.1
20250815,Tech,409.71
2025-05-16 00:05:39 +0000,supermarket,55.93
1/22/2025,healthcare,118.63
12/29/2025,TECH,970.72
20251110,Transport,9.93
2025-02-11 14:12:12 +0000,MARKET,75.58
2025-09-29 17:23:31 +0000,cafe,6.04
2025-04-14 04:35:14 +0000,car rental,162.16
2025-05-09 00:26:12 +0000,SPORT,141.78
2025-07-09 00:07:14 +0000,SPORT,28.9
20250611,Business_Lunch,74.42
2025-11-10 10:32:18 +0000,Communal,183.14
2025-02-05 02:19:43 +0000,gas,78.68
2025-09-16 15:29:56 +0000,technology,1722.17
1/8/2025,OTHER,133.51
2025-11-03 12:08:46 +0000,Rent,990.52
20250206,transport,16.44
2025-07-24 17:25:04 +0000,Supermarket,97.55
2025-10-16 13:52:28 +0000,market,101.05
2025-12-15 11:26:20 +0000,misc,63.95
10/6/2025,TRANSPORT,22.71
12/31/2025,restaurant,55.96
7/29/2025,business_lunch,114.88
2025-03-14 21:00:41 +0000,miscellaneous,71.68
12/10/2025,market,12.76
2025-06-26 17:27:14 +0000,RESTAURANT,57.78
2025-03-30 14:15:01 +0000,business lunch,110.14
2025-08-22 13:49:35 +0000,HEALTH,34.99
2025-04-28 09:33:22 +0000,MARKET,14.53
2025-02-02 05:29:26 +0000,Entertainment,19.6
2025-03-11 07:37:41 +0000,Transport,13.53
2025-06-08 13:58:38 +0000,Hotel,-25.11
9/2/2025,sports,94.68
5/20/2025,Hotel,238.97
20250626,COFFEE,6.03
2025-09-07 15:11:26 +0000,Hotel,88.81
2025-05-21 00:59:08 +0000,resto,44.96
7/24/2025,MARKET,25.07
20251012,FUEL,91.52
2025-07-19 07:01:05 +0000,Biz Lunch,-22.36
20250209,Utilities,124.92
2025-10-30 19:46:41 +0000,market,64.32
2/11/2025,business_lunch,116.87
2025-07-18 05:07:59 +0000,travel,353.33
12/20/2025,Transports,-26.11
3/14/2025,Transportation,3.06
2025-10-10 09:21:08 +0000,coffee,4.44
20250902,misc,116.7
12/23/2025,technology,1047.92
2025-09-04 19:24:53 +0000,Education,167.09
2025-03-27 16:09:52 +0000,Restaurent,34.86
2025-08-28 15:15:22 +0000,RESTAURANT,9.68
2025-06-07 09:54:08 +0000,Events,40.66
2025-06-24 09:37:17 +0000,Supermarket,95.45
2025-05-21 14:12:55 +0000,transport,19.12
1/23/2025,Transport,14.46
2025-01-31 13:38:28 +0000,Technology,680.19
2025-03-06 06:50:46 +0000,SPORT,16.79
2025-10-07 04:53:54 +0000,motel,97.61
20251113,Sport,96.59
20250908,Car Rental,-40.12
2025-04-02 00:12:45 +0000,learning,129.42
2025-05-24 01:12:05 +0000,misc,24.92
2025-03-16 04:21:55 +0000,TRANSPORT,29.75
2025-09-30 03:34:00 +0000,COMMUNAL,187.43
2025-03-26 06:38:09 +0000,car rental,185.91
20251113,Sport,
2025-08-04 08:06:56 +0000,restaurant,44.34
1/28/2025,rent,1291.34
8/22/2025,cafe,7.66
