date,category,amount
3/27/2024 21:20,Taxi,28.49
3/23/2024 16:21,Misc,187.53
3/28/2024 23:31,Clothes,254.05
3-Feb-24,PHONE,21.38
3/4/2024,Clothes,120.47
3/3/2024,Communal,-23.1
4/9/2024 12:30,TECH,-9.22
4/7/2024 21:06,Travel,84.81
4/3/2024 23:42,CLOTHING,57.26
4/8/2024 15:32,transport,18.5
4/12/2024 20:40,Taxi,33.82
4/19/2024 6:14,Cafe,6.75
4/20/2024 6:04,cafe,
4-Apr-24,Healthcare,260.72
4-Feb-24,phone,57.07
4-Sep-24,OTHER,40.13
4/6/2024,Restaurent,75.01
4/1/2024,Cab,25.75
4/1/2024,Restaurent,56.96
4/2/2024,Tech,2434.4
4/6/2024,market,105.97
4/10/2024,hotel,248.52
5/5/2024 17:08,taxi,38.88
5/7/2024 13:17,CLOTHING,50.05
5/5/2024 21:54,Communal,196.91
5/4/2024 6:32,COMMUNAL,94.85
5/5/2024 5:03,FUEL,53.73
5/15/2024 22:19,supermarket,
5/19/2024 0:13,utilities,70.54
5/19/2024 3:50,Phone Bill,38.36
5/17/2024 10:23,Travel,
5/16/2024 14:26,Tech,-28.05
5/18/2024 18:03,sport,113.03
5/13/2024 7:41,Business Lunch,84.44
5/29/2024 23:22,Phone Bill,18.29
5/21/2024 17:45,events,153.05
5/27/2024 2:43,Gas,38.36
5/20/2024 6:51,Other,126.92
5/26/2024 4:27,event,190.62
5-Jun-24,Transportation,9.62
5-May-24,RESTAURANT,65.42
5-Sep-24,CLOTHING,116.14
5/7/2024,Market,-49.07
5/7/2024,SPORT,48.73
6/6/2024 7:46,Biz Lunch,35.8
6/9/2024 14:12,Restuarant,12.09
6/7/2024 12:29,Fuel,52.13
6/6/2024 8:22,Transports,9.55
6/6/2024 7:04,Fuel,98.77
6/14/2024 0:45,Restaurant,64.71
6/14/2024 14:49,misc,109.78
6/28/2024 8:47,Restuarant,65.17
6/24/2024 1:21,Supermarket,110.19
6/28/2024 6:47,cafe,5.53
6/29/2024 8:02,MARKET,82.64
6/20/2024 0:38,Cab,22.17
6/21/2024 8:55,Supermarket,56.72
6/27/2024 17:45,healthcare,182.45
6-Apr-24,Coffe,3.87
6-Feb-24,supermarket,47.43
6-Jun-24,Misc,73.33
6-Jun-24,Mobile,34.4
6-Sep-24,Phone Bill,51.69
6/1/2024,film/enjoyment,45.95
6/7/2024,Misc,79.11
6/6/2024,Entertainment,58.47
7/2/2024 7:49,Cab,24.46
7/5/2024 10:41,RESTAURANT,37.19
7/2/2024 4:20,Travel,566.01
7/1/2024 1:53,Phone,51.41
7/17/2024 20:31,Gas,82.15
7/23/2024 2:00,Clothing,171.55
7/1/2024,CLOTHING,82.28
7/9/2024,rent car,168.34
7/10/2024,business lunch,59.92
8/9/2024 11:19,restaurant,64.86
8/1/2024 5:42,Car Rental,127.61
8/7/2024 7:17,TECH,864.91
8/7/2024 17:41,transport,27.1
8/3/2024 4:59,Utilities,42.36
8/1/2024 18:50,supermarket,111.34
8/8/2024 2:56,Coffe,9.56
8/7/2024 2:59,Clothes,
8/17/2024 5:26,Transport,19.12
8/12/2024 1:34,CLOTHING,54.69
8/16/2024 22:33,Misc,174.97
8/13/2024 4:39,restaurant,18.72
8/12/2024 3:25,Fuel,N/A
8/16/2024 2:39,Transports,12.24
8/14/2024 0:34,Taxi,11.5
8/15/2024 18:18,Market,56.51
8/27/2024 22:23,CLOTHING,286.3
8/29/2024 19:35,supermarket,40.47
8/27/2024 7:46,Cab,31.39
8/28/2024 15:56,restaurant,12.95
8/30/2024 18:10,Film/Enjoyment,37.52
8/31/2024 16:45,Restaurent,36.28
8-Feb-24,restaurant,64.87
8-Jun-24,Other,21.37
8-Mar-24,rent car,85.24
8-Oct-24,Market,98.59
8-Oct-24,Gas,83.72
8/8/2024,RentCar,167.07
8/5/2024,Misc,87.27
8/4/2024,Restaurant,31.74
8/6/2024,Entertainment,39.97
8/10/2024,RESTAURANT,47.9
9/4/2024 22:18,COFFEE,9.24
9/11/2024 20:46,rent car,134.21
9/13/2024 10:15,MARKET,55.86
9/10/2024 19:45,restaurant,45.38
9/19/2024 22:11,transport,17.84
9/19/2024 17:36,Events,46.7
9/15/2024 1:37,TAXI,35.91
9/10/2024 10:17,miscellaneous,193.86
9/11/2024 14:52,phone,52.76
9/16/2024 20:25,Technology,1836.55
9/17/2024 21:26,COMMUNAL,
9/21/2024 13:29,supermarket,46.73
9/24/2024 6:47,Film,23.44
9/23/2024 9:22,cafe,9.47
9-Aug-24,rent car,126.79
9-Apr-24,Taxi,28
9-Aug-24,MARKET,64.19
9-Jul-24,event,18.81
9-Jun-24,MARKET,14.11
9-May-24,Healthcare,-13.69
9-Nov-24,OTHER,47.84
9/2/2024,Restaurant,32.95
9/6/2024,Business Lunch,31.87
9/6/2024,clothing,176.44
9/2/2024,SPORT,142.76
9/12/2024,cafe,3.53
9/11/2024,Restuarant,8.07
10/6/2024 2:28,RESTAURANT,59.65
10/3/2024 15:03,Healthcare,199.8
10/7/2024 15:30,Supermarket,67.78
10/6/2024 10:17,OTHER,78.81
10/12/2024 19:27,fuel,58.15
10/13/2024 6:26,Transport,23.91
10/13/2024 20:21,sports,36.82
10/14/2024 1:17,miscellaneous,9.99
10/27/2024 7:23,COMMUNAL,unknown
10/26/2024 3:41,Supermarket,8.4
10/26/2024 9:05,market,98.76
10/26/2024 3:50,Rent,1019.88
10/30/2024 11:29,transport,11.58
10/31/2024 10:37,RENT,481.58
10-Apr-24,Taxi,28.37
10-Dec-24,phone,16.86
10-Dec-24,Transport,28.04
10-Nov-24,Clothes,172.14
10-Sep-24,Health,173.02
10/2/2024,Cafe,4.52
10/1/2024,Supermarket,9.18
10/2/2024,Fuel,40.1
10/9/2024,film/enjoyment,43.96
10/4/2024,Healthcare,-24.69
10/6/2024,TRAVEL,569.78
10/10/2024,TAXI,42.2
11/4/2024 18:49,sports,103.33
11/1/2024 1:09,film,59.5
11/13/2024 7:00,Taxi,15.16
11/18/2024 23:38,Communal,35.47
11/11/2024 19:33,Rent,1348.81
11/17/2024 14:33,CLOTHING,290.4
11/11/2024 13:44,TRAVEL,128.74
11/10/2024 0:10,Cab,18.95
11/10/2024 4:56,Restaurant,17.43
11/12/2024 6:56,Other,118.91
11/28/2024 8:52,Restuarant,77.78
11-Aug-24,misc,177.65
11-Dec-24,SPORT,61.2
11-Jul-24,utilities,-4.44
11-Sep-24,sport,27.12
11/7/2024,education,107.05
11/11/2024,resto,76.52
11/12/2024,restaurant,22.29
12/9/2024 20:47,Travelling,779.32
12/2/2024 2:28,Restaurent,64.3
12/6/2024 23:17,fuel,42.04
12/18/2024 2:26,Market,117.16
12/20/2024 11:06,TAXI,37.94
12/27/2024 13:04,clothes,222.26
12/25/2024 10:27,Rent Car,151.11
12-Jul-24,COFFEE,7.85
12/9/2024,taxi,46.62
12/9/2024,coffee,9.24
12/9/2024,CLOTHING,138.67
12/6/2024,Gas,89.53
13-Apr-24,restaurant,14.04
13-Dec-24,MARKET,56.17
13-Dec-24,restaurant,26.83
13-Oct-24,Clothes,171.56
13-Oct-24,transport,7.38
13-Sep-24,MARKET,44.24
13/01/2024,FUEL,24.77
13/02/2024,Taxi,6.81
13/01/2024,misc,77.5
13/09/2024,CLOTHING,159.73
13/04/2024,Technology,682.19
13/06/2024,Cafe,7.94
13/01/2024,supermarket,109.24
14-Aug-24,Supermarket,27.59
14-Feb-24,restaurant,64.93
14-Feb-24,COFFEE,6.8
14-Nov-24,restaurant,72.39
14/07/2024,Health,85.31
14/09/2024,film,44.39
14/07/2024,car rental,53
14/05/2024,Transport,25.57
14/01/2024,Film,58.11
14/03/2024,Misc,192.35
14/05/2024,Rental,796.69
14/08/2024,Taxi,
14/01/2024,supermarket,68.66
14/12/2024,Learning,
14/10/2024,Biz Lunch,63.11
15-Dec-24,Supermarket,8.56
15/02/2024,Sport,41.09
16-Mar-24,TECH,152.21
16-May-24,RESTAURANT,62.45
16-May-24,Cafe,2.4
16-Oct-24,misc,141.84
16-Sep-24,Film/Enjoyment,9.56
16/04/2024,supermarket,82.12
16/09/2024,travel,287.56
16/03/2024,healthcare,257.43
16/08/2024,TECH,423.5
16/09/2024,health,23.55
16/12/2024,cafe,4.89
17-Dec-24,Coffe,7.5
17-Jun-24,travelling,391.76
17-Nov-24,supermarket,8.5
17-Sep-24,COMMUNAL,90.05
17/02/2024,Transportation,7.16
17/04/2024,Phone,25.38
18-Apr-24,COMMUNAL,72.04
18-Jun-24,TRANSPORT,
18-Jan-24,Restaurant,35.37
18-Jul-24,Market,16.24
18-May-24,Gas,56.23
18-May-24,SPORT,37.89
18/05/2024,coffee,9.71
18/02/2024,Cab,22.43
18/02/2024,Transport,22.32
18/04/2024,Rental,1376.32
19-Aug-24,RESTAURANT,43.85
19-Jul-24,Transports,23.16
19/03/2024,Phone,58.32
19/09/2024,Phone,55.74
19/08/2024,market,60.65
19/09/2024,transport,8.42
19/04/2024,Film,53.7
19/03/2024,Restuarant,65.35
19/03/2024,FUEL,32.42
19/10/2024,Restaurant,
19/12/2024,Car Rental,35.04
19/10/2024,RESTAURANT,72.42
20-Jul-24,Mobile,21.62
20-May-24,market,35.45
20-Oct-24,Biz Lunch,111.61
20/02/2024,RESTAURANT,54.69
20/03/2024,cab,6.07
20/11/2024,PHONE,11.78
2024-11-20 05:34:28 +0000,Market,22.44
2024-03-06 13:04:52 +0000,clothing,20.03
2024-03-17 14:11:02 +0000,Restaurent,33.72
1/7/2024,taxi,10.09
20240621,Gas,99.68
20240902,COFFEE,6.16
2024-02-11 06:35:49 +0000,TRANSPORT,-44.79
2024-07-29 11:27:13 +0000,Transports,29.1
2024-09-09 13:04:39 +0000,Transportation,25.46
2024-05-09 16:02:41 +0000,Healthcare,10.55
2024-03-23 23:29:24 +0000,TAXI,30.23
2024-10-14 01:22:03 +0000,LEARNING,392.96
2024-01-22 19:45:40 +0000,Phone,59.4
6/26/2024,HEALTH,
2024-06-28 20:15:20 +0000,coffee,3.11
20241009,Sports,
20241026,gas,70.68
20240127,MARKET,-4.96
2024-11-24 07:23:44 +0000,phone,50.97
2024-10-12 09:53:02 +0000,fuel,43.71
2024-11-10 16:17:50 +0000,Events,190.64
2024-05-04 20:51:51 +0000,Business Lunch,??
20240729,utilities,102.85
1/25/2024,healthcare,286.26
2024-11-11 12:51:24 +0000,Events,43.25
20241030,market,5.87
2024-10-28 18:08:57 +0000,Fuel,N/A
7/24/2024,MARKET,37.23
2024-07-17 08:54:39 +0000,supermarket,73.93
2024-03-26 08:53:13 +0000,transport,27.98
2024-08-24 06:28:33 +0000,phone,34.97
2024-11-16 11:51:26 +0000,Coffe,9.15
2024-07-30 19:40:49 +0000,hotel,179.07
2024-08-14 06:01:57 +0000,Cab,14.84
2024-05-14 08:38:33 +0000,FUEL,27.33
3/25/2024,Gas,29.78
2024-01-04 03:02:54 +0000,TRAVEL,346.48
2024-12-07 06:36:39 +0000,utilities,67.33
2024-03-22 18:37:03 +0000,Restuarant,44.1
2024-08-08 20:38:38 +0000,supermarket,113.99
9/1/2024,Restuarant,63.51
6/30/2024,TRAVEL,772.96
3/2/2024,Motel,129.2
20240127,SPORT,-49.85
7/16/2024,Market,42.36
5/11/2024,Coffee,9.27
3/5/2024,coffee,-39.41
2024-01-19 01:49:05 +0000,misc,-19.18
20240509,restaurant,29.1
3/24/2024,Restaurent,20.99
2024-09-23 18:24:01 +0000,motel,133.79
2024-05-30 04:33:24 +0000,motel,133.9
2024-01-06 07:10:11 +0000,miscellaneous,130.37
2024-11-04 02:09:49 +0000,Misc,196.33
2024-12-25 01:16:20 +0000,RENT,1296.76
11/28/2024,film/enjoyment,34.6
20240826,Transportation,-37.31
2024-07-15 01:04:04 +0000,travel,419.82
20240328,Cab,46.47
20240622,TRANSPORT,16.74
20240326,Technology,941.03
2024-09-01 23:51:34 +0000,Business_Lunch,27.19
2024-11-07 17:26:53 +0000,Transportation,
2024-06-26 23:48:54 +0000,Misc,124.57
2024-10-11 04:51:43 +0000,TRANSPORT,N/A
9/22/2024,restaurant,70.5
2024-10-03 10:01:01 +0000,business lunch,39.61
2024-12-17 00:06:31 +0000,Transport,18.11
2024-06-16 02:31:35 +0000,Motel,150.89
11/23/2024,resto,73.63
20240914,rent car,110.18
20241104,market,108.39
2024-02-17 05:02:34 +0000,Coffee,5.17
2024-04-21 09:18:24 +0000,Restuarant,9.54
2024-03-07 21:09:10 +0000,TECH,-2.34
2024-02-09 11:55:30 +0000,Clothing,233.6
2024-01-25 08:50:58 +0000,Utilities,79.31
2024-11-02 15:35:37 +0000,travel,766.76
2/26/2024,Cab,23.77
2024-03-13 15:16:31 +0000,Technology,
2024-12-08 03:51:04 +0000,gas,98.7
2024-12-11 02:37:55 +0000,transport,5.21
2024-11-24 05:14:46 +0000,Restuarant,
2024-10-02 09:38:30 +0000,TECH,2036.86
2024-04-13 19:16:33 +0000,cafe,2.49
20240807,restaurant,53.35
2024-08-02 13:31:31 +0000,Clothes,276.84
2024-03-15 19:25:34 +0000,market,116.15
2024-08-02 13:19:07 +0000,TAXI,24.83
20240719,Utilities,110.72
20240409,MOTEL,155.54
20241229,LEARNING,70.93
2024-07-28 10:11:54 +0000,Film,18.16
2024-03-19 23:29:42 +0000,Transports,16.84
2024-03-05 04:31:51 +0000,transport,26.79
5/11/2024,Communal,185.76
2024-12-16 17:11:04 +0000,Coffe,unknown
8/16/2024,travel,752.65
2024-08-16 02:22:17 +0000,market,116.89
2024-11-03 10:17:39 +0000,Cab,unknown
20241127,resto,35.08
2024-07-31 09:00:29 +0000,Restaurant,26.54
2024-10-04 15:01:13 +0000,Transports,19.5
20240414,Hotel,94.18
20240109,Cab,15.93
2024-08-22 18:03:28 +0000,Hotel,56.44
20240330,resto,66
20241014,clothing,26.53
2024-06-10 02:07:38 +0000,Education,370.17
2024-02-07 03:29:46 +0000,Utilities,72.63
20240526,resto,9.85
2024-03-25 13:54:12 +0000,COFFEE,9.04
2024-02-03 14:26:55 +0000,cafe,unknown
2024-11-11 01:28:03 +0000,supermarket,14.02
2/16/2024,RESTAURANT,49.74
2024-03-21 16:40:07 +0000,phone,49.27
2024-01-26 00:36:02 +0000,Transportation,29.76
2024-10-21 20:17:26 +0000,COFFEE,7.51
2024-11-08 07:29:10 +0000,MARKET,88.83
8/23/2024,healthcare,212.6
2024-10-21 20:45:31 +0000,Restaurant,78.58
20240106,taxi,41.43
2024-06-15 17:27:54 +0000,transport,16.53
2024-12-03 04:38:15 +0000,Transportation,16.74
2024-02-07 19:55:20 +0000,Transportation,13.36
2024-02-01 21:16:18 +0000,EVENT,89.8
2024-04-11 00:56:49 +0000,Clothing,-34.27
2024-11-15 02:56:38 +0000,Gas,76.32
2024-04-28 16:19:58 +0000,Film/Enjoyment,36.13
20241015,CLOTHING,154.95
9/29/2024,Coffe,3.43
2024-11-26 03:20:11 +0000,sport,-17.68
20241026,film,38.64
11/19/2024,miscellaneous,195.01
2024-09-02 17:59:39 +0000,restaurant,20.39
2024-03-17 01:59:26 +0000,Restuarant,39.72
2024-11-16 22:44:35 +0000,TRAVEL,551.19
20240528,transport,8.13
2024-10-04 17:10:47 +0000,Market,42.81
2024-04-21 04:06:18 +0000,market,
2024-07-11 06:37:08 +0000,miscellaneous,36.81
2/11/2024,Event,153.66
4/5/2024,healthcare,92.16
20240303,Transport,21.7
2024-01-17 01:36:22 +0000,TAXI,19.74
2024-06-08 18:06:38 +0000,TRANSPORT,4.21
6/13/2024,RESTAURANT,25.45
2024-09-18 05:53:54 +0000,OTHER,191.06
20240411,Transport,7.91
2024-12-21 00:11:56 +0000,OTHER,135.77
2024-07-22 00:22:25 +0000,cafe,7.59
2024-11-29 02:39:22 +0000,Transportation,14.3
20241124,Cafe,8.38
2024-03-19 12:14:50 +0000,coffee,4.85
2024-08-24 02:11:11 +0000,Misc,
2024-10-15 22:24:39 +0000,market,12.25
2024-05-16 03:37:56 +0000,PHONE,-39.85
2024-08-06 02:30:00 +0000,Restuarant,15.17
2024-04-29 08:06:46 +0000,Transports,8.44
2024-03-30 21:23:13 +0000,miscellaneous,-23.49
2024-08-22 21:42:39 +0000,Restuarant,10.33
20240113,Transportation,22.18
2024-09-05 19:26:37 +0000,LEARNING,142.67
2024-04-22 16:22:14 +0000,Coffe,6.19
2024-12-06 11:21:51 +0000,motel,76.96
20240815,Car Rental,141.59
2024-10-12 12:09:24 +0000,communal,41.15
2024-12-13 04:00:30 +0000,clothes,-38.18
2024-11-17 04:10:43 +0000,clothes,unknown
7/28/2024,Restuarant,-39.07
2024-08-10 00:53:34 +0000,phone,11.13
5/1/2024,sports,85.33
2024-04-01 13:33:29 +0000,Transports,6.94
2024-02-24 14:01:40 +0000,Restuarant,76.94
2024-08-01 14:21:37 +0000,COMMUNAL,194.07
2024-12-19 21:48:13 +0000,MARKET,69.6
20241202,gas,70.31
20240401,travel,72.56
2/27/2024,restaurant,58.22
2024-09-30 00:06:20 +0000,communal,178.75
2024-12-15 17:23:38 +0000,FUEL,20.6
2024-11-21 22:45:05 +0000,taxi,31.72
20240413,sports,64.33
20240906,Learning,325.88
5/17/2024,TRANSPORT,22.09
2024-06-27 00:32:47 +0000,film,48.31
2024-10-02 13:45:14 +0000,Coffe,6.4
20241201,Education,291.61
5/31/2024,clothing,197.7
2024-05-26 05:17:58 +0000,Fuel,69.64
2024-12-20 19:40:28 +0000,Utilities,108.56
2024-08-28 04:34:22 +0000,communal,38.31
2024-05-08 13:26:06 +0000,Taxi,30.87
2024-09-26 09:09:15 +0000,transport,8.29
2024-07-06 13:27:35 +0000,Communal,79.99
6/29/2024,Taxi,14.14
8/21/2024,travelling,785.18
20240930,travelling,75.75
5/25/2024,market,114.83
2024-01-14 20:13:41 +0000,cafe,6.34
3/8/2024,Other,62.85
2024-10-29 18:05:31 +0000,coffee,5.27
2024-11-26 04:38:29 +0000,Misc,98.7
2024-06-05 11:49:04 +0000,Transport,6.48
20240415,resto,20.46
11/25/2024,TRAVEL,
20240705,Coffe,4.73
20240530,PHONE,32.77
2024-04-16 07:29:08 +0000,MARKET,85.19
20240618,Restaurant,42.83
2024-01-31 21:13:37 +0000,CLOTHING,166.64
20240917,travelling,154.1
2024-03-02 09:27:49 +0000,market,31.24
2024-07-04 11:59:51 +0000,communal,32.79
2024-05-10 09:07:21 +0000,Fuel,50.43
20240924,CLOTHING,224.51
2024-11-23 12:55:09 +0000,market,5.41
2024-07-15 08:35:02 +0000,Rent,1344.42
2/27/2024,Fuel,49.12
20240629,LEARNING,198.6
1/28/2024,Transports,8.67
2024-01-03 03:36:52 +0000,MARKET,-48.34
2024-04-25 06:45:45 +0000,transport,6.49
2024-07-23 07:36:31 +0000,business lunch,82.81
6/18/2024,Supermarket,82.13
2024-01-04 15:42:04 +0000,cafe,6.94
2024-05-24 18:16:40 +0000,Mobile,36.75
4/23/2024,communal,37.54
2024-08-20 22:39:01 +0000,Transport,24.42
2024-01-01 08:36:49 +0000,Health,180.73
2024-06-26 00:11:08 +0000,Restuarant,
2024-09-20 08:48:00 +0000,TRAVEL,565.07
2024-06-02 11:52:51 +0000,Rental,739.21
2024-11-03 04:03:11 +0000,COMMUNAL,42.66
20240906,Market,106.4
2024-05-22 16:32:03 +0000,RESTAURANT,77.14
2024-06-19 08:16:41 +0000,restaurant,
2024-05-11 07:13:05 +0000,Transport,29.38
2024-03-22 07:48:00 +0000,Clothes,-38.9
20240711,hotel,69.72
2024-08-24 01:56:41 +0000,event,unknown
2024-01-08 23:32:28 +0000,Market,79.21
2024-01-13 01:31:24 +0000,Transports,10.89
2024-11-30 20:01:16 +0000,MARKET,102.49
20240704,Health,-38.63
2024-03-30 21:08:42 +0000,coffee,unknown
2024-12-28 11:08:49 +0000,Restaurent,77.41
2024-01-05 13:38:37 +0000,motel,106.99
2024-04-01 09:58:13 +0000,misc,165.34
2024-01-11 01:57:39 +0000,Supermarket,97.67
11/25/2024,FUEL,73.32
20240709,Sport,130.57
2024-01-06 11:42:52 +0000,Coffee,8.28
10/28/2024,restaurant,69.69
2024-05-02 01:00:49 +0000,Coffee,-36.1
7/10/2024,MARKET,6.55
4/10/2024,FUEL,51.72
20241123,Restaurant,24.69
2024-09-09 22:35:50 +0000,restaurant,48.7
20240423,Gas,83.61
2024-01-20 21:01:17 +0000,coffee,4.67
10/25/2024,Restaurant,79.63
2024-11-22 17:57:16 +0000,Events,??
2024-03-14 17:54:56 +0000,Learning,15.07
10/24/2024,business lunch,57.38
2024-03-24 12:18:44 +0000,TECH,362.22
2024-07-05 00:48:51 +0000,TAXI,43.29
2024-10-27 11:47:07 +0000,CLOTHING,46.3
2024-10-21 07:12:38 +0000,CLOTHING,15.88
20240510,FUEL,75.58
7/30/2024,Travel,653.53
20240720,travelling,184.67
2024-05-19 09:39:42 +0000,Clothes,237.66
20240603,sport,87.73
2024-03-27 03:19:21 +0000,Gas,48.64
2024-11-09 12:48:21 +0000,rent,1088.6
2024-01-24 13:06:50 +0000,Restaurant,44.85
2024-07-07 05:56:51 +0000,market,60.09
20241122,Phone Bill,26.01
20240818,Market,102.22
2024-02-28 14:14:34 +0000,business lunch,
2024-08-29 23:31:09 +0000,film/enjoyment,21.77
2024-03-29 09:09:35 +0000,Restaurent,64.84
2024-10-17 12:03:06 +0000,Mobile,11.08
2024-08-22 11:14:36 +0000,Misc,74.34
2024-09-12 12:33:53 +0000,PHONE,58.39
2024-10-22 18:44:19 +0000,transport,28.63
2024-05-22 17:49:00 +0000,Restaurant,15.7
2024-12-30 00:25:09 +0000,business_lunch,93.84
2024-02-17 12:56:00 +0000,Restaurent,66.66
8/24/2024,HEALTH,243.56
2024-11-26 12:17:09 +0000,COMMUNAL,176.16
2024-11-22 09:18:54 +0000,resto,48.65
3/20/2024,Market,14.62
5/7/2024,clothes,50.01
2024-04-10 11:11:30 +0000,RESTAURANT,57.98
20241211,coffee,9.42
20241015,Clothing,177.88
2024-03-08 03:53:50 +0000,cab,49.29
20240627,Supermarket,61.45
20240520,Utilities,173.58
3/5/2024,restaurant,44.77
2024-01-04 10:14:02 +0000,coffee,9.14
2024-04-05 08:32:39 +0000,Restaurant,31.3
2024-10-10 20:12:47 +0000,Phone Bill,10.98
20240423,Cafe,6.54
2024-08-09 11:21:03 +0000,Cafe,6.99
2024-07-27 02:01:35 +0000,Mobile,10.94
11/4/2024,Rental,1405.39
2024-07-10 05:53:36 +0000,restaurant,76.15
20240725,events,136.06
2024-12-14 12:04:57 +0000,miscellaneous,57.33
12/7/2024,Film/Enjoyment,30.12
2024-01-29 11:08:54 +0000,Restaurent,31.96
11/14/2024,coffee,2.93
2024-02-15 15:38:48 +0000,cafe,
2024-11-28 19:58:57 +0000,restaurant,30.97
20240117,MARKET,27.24
2024-06-18 14:03:23 +0000,MARKET,86.37
12/4/2024,Health,153.41
2024-04-13 14:02:59 +0000,Supermarket,52
2/21/2024,taxi,30.97
2024-08-09 15:04:56 +0000,Restaurent,27.38
1/24/2024,Phone,47.36
20240601,Technology,77.13
20240803,Learning,70.5
2024-07-09 14:32:22 +0000,Rent Car,195.19
2024-07-07 18:21:15 +0000,taxi,32.77
2024-12-05 14:41:16 +0000,Transports,6.3
5/1/2024,FUEL,26.56
2024-12-22 03:51:38 +0000,education,417.07
2024-01-20 10:15:55 +0000,supermarket,19.78
2024-09-09 22:45:00 +0000,Phone Bill,41.42
12/11/2024,Taxi,17.39
2024-09-27 05:14:41 +0000,Coffee,-27.02
3/19/2024,market,37.56
2024-04-01 15:32:49 +0000,Clothing,108.09
2024-02-03 07:14:02 +0000,other,165.66
2024-02-11 09:51:18 +0000,Transports,15.6
6/9/2024,cafe,6.72
20240805,restaurant,39.48
20240913,miscellaneous,136.84
2024-08-31 05:42:29 +0000,Misc,25.03
2024-04-27 02:12:01 +0000,resto,58.14
2024-03-10 03:46:35 +0000,LEARNING,14.03
7/11/2024,phone,38.55
2024-03-17 01:11:32 +0000,miscellaneous,78.49
2024-05-30 13:45:50 +0000,SPORT,45.41
2024-01-12 20:51:31 +0000,Travel,313.92
2024-12-20 06:43:50 +0000,TRANSPORT,12.07
2024-08-08 13:21:39 +0000,OTHER,81.08
2024-12-10 15:25:05 +0000,coffee,7.53
10/5/2024,travel,427.7
2024-03-29 05:45:33 +0000,transport,24.1
2024-09-05 01:00:17 +0000,TAXI,13.06
2024-06-10 03:30:47 +0000,Film/Enjoyment,26.97
10/15/2024,event,43.14
8/15/2024,Motel,??
2024-04-08 08:48:05 +0000,Market,32.37
2024-01-24 00:41:28 +0000,Cafe,-30.79
2/7/2024,Entertainment,48.4
20240707,Taxi,23.79
2024-04-18 05:51:24 +0000,motel,153.22
2024-09-07 01:47:55 +0000,gas,98.68
2024-11-28 08:02:47 +0000,Restaurent,73.32
7/6/2024,Restaurant,13.28
20240329,Education,408.13
2024-04-02 02:33:41 +0000,Communal,117.21
6/6/2024,Restuarant,76.83
9/17/2024,clothing,274.53
20240216,Supermarket,84.14
2024-02-27 22:38:08 +0000,events,138.87
9/15/2024,Transport,9.7
2024-01-23 13:58:04 +0000,hotel,224.31
12/5/2024,RESTAURANT,20.62
2024-02-16 09:44:17 +0000,Taxi,
5/20/2024,Supermarket,48.03
2024-03-20 14:53:11 +0000,Health,243.73
2024-01-01 02:45:28 +0000,Restaurent,71.95
20240315,TRAVEL,534.04
2024-04-30 21:34:25 +0000,other,89.22
20241014,Other,22.55
20240405,coffee,-25.35
2024-01-25 11:39:25 +0000,Other,122.94
2024-10-02 06:31:43 +0000,Phone,56.31
10/18/2024,Market,66.57
2024-03-15 00:21:53 +0000,Taxi,32.08
2024-07-29 02:50:07 +0000,Restaurent,72.72
2024-11-19 03:29:31 +0000,Cab,46.27
2024-04-12 22:18:00 +0000,Biz Lunch,87.87
