date,category,amount
17-Feb-23,TAXI,39.8
17-May-23,Rental,-26.75
17/06/2023,Phone Bill,15.42
17/06/2023,Supermarket,94.68
17/08/2023,sports,-22.15
17/01/2023,Restaurant,24.09
17/09/2023,travelling,-6.42
17/07/2023,supermarket,28.62
17/10/2023,resto,23.52
18-Dec-23,Cafe,3.81
18-Mar-23,restaurant,49
18-Oct-23,transport,19.93
18-Sep-23,Transports,17.55
18/06/2023,Car Rental,
18/09/2023,film,58.34
18/06/2023,TECH,2170.47
18/02/2023,Restaurent,74.64
18/07/2023,business lunch,91.42
18/06/2023,restaurant,63.72
18/08/2023,Transports,3.64
18/10/2023,COFFEE,6.18
19-Aug-23,motel,75.03
19-Aug-23,Fuel,54.46
19-May-23,Health,137.49
19-Nov-23,communal,95.88
19-Sep-23,transport,N/A
19/07/2023,Supermarket,47.73
19/01/2023,Cab,21.2
19/02/2023,clothing,195.29
19/08/2023,Restaurant,11.91
19/01/2023,Supermarket,97.91
19/05/2023,other,139.6
19/11/2023,market,86.45
19/12/2023,Phone,44.31
20-Feb-23,market,116.38
20-Feb-23,Transportation,8.61
20-Jul-23,Business Lunch,92.37
20-Jan-23,utilities,117
20-Jun-23,FUEL,89.61
20/08/2023,Restaurant,54.75
20/04/2023,utilities,
20/03/2023,resto,59.95
20/06/2023,transport,23.08
20/05/2023,TRANSPORT,14
20/01/2023,Film/Enjoyment,32.83
20/12/2023,RESTAURANT,24.23
20/10/2023,transport,24.04
4/29/2023,tech,939.94
2023-08-16 04:54:22 +0000,Clothes,219.21
1/20/2023,Car Rental,84.22
2023-11-27 15:11:50 +0000,Event,36.08
20230301,Film,22.31
20230120,restaurant,16.03
9/17/2023,restaurant,31.12
12/3/2023,Coffee,??
3/28/2023,Misc,169.04
2023-04-03 02:43:37 +0000,Restuarant,21.31
2023-11-15 03:05:19 +0000,LEARNING,221.05
2023-07-08 11:57:36 +0000,clothing,54.19
2023-10-18 05:55:08 +0000,fuel,40.41
4/18/2023,Restaurant,-17.69
10/21/2023,Cab,33.49
2023-04-11 15:31:48 +0000,HEALTH,10.51
2023-07-08 08:02:46 +0000,Restaurant,66.16
2023-02-01 01:22:44 +0000,resto,24.89
20231112,Misc,35.48
8/17/2023,transport,14.49
2023-03-26 03:06:48 +0000,Market,86.77
7/17/2023,Gas,96.29
2023-12-26 08:24:35 +0000,Entertainment,33.39
2023-12-25 04:07:38 +0000,motel,233.99
20230724,Other,48.72
2023-05-22 01:34:21 +0000,Market,35.43
2023-09-20 20:19:02 +0000,Business_Lunch,33.49
2023-06-10 14:56:56 +0000,sports,-46.74
20230510,Transport,18.41
2023-09-09 20:25:11 +0000,Transport,-22.77
2023-08-13 21:20:46 +0000,clothes,173.51
2023-05-20 10:53:11 +0000,MARKET,15.55
20230529,Cafe,4.5
2023-02-17 14:36:40 +0000,Market,-21.51
2023-02-22 03:09:48 +0000,Clothing,141.77
20230608,coffee,5.97
2023-09-14 06:11:12 +0000,Business Lunch,33.78
2023-11-28 07:33:00 +0000,Coffee,??
9/26/2023,Car Rental,177.04
2023-01-15 02:52:15 +0000,Other,154.91
20230908,Restaurent,67.65
2023-01-03 08:40:18 +0000,Phone,41.16
20230704,Market,110.06
2023-05-16 15:02:39 +0000,Market,43.95
2023-06-11 13:05:48 +0000,travelling,
20230802,Restaurant,39.36
2023-10-12 16:16:12 +0000,Transport,2.1
2023-07-03 21:17:46 +0000,Misc,58.38
2023-08-21 05:02:44 +0000,business lunch,107.35
4/27/2023,film/enjoyment,44.45
20231006,COFFEE,6.11
3/7/2023,RESTAURANT,41.86
20230814,misc,
2023-08-31 06:56:47 +0000,MARKET,55.63
2023-10-18 23:53:18 +0000,Rent Car,141.51
8/31/2023,healthcare,135.1
2023-07-03 23:35:07 +0000,RENT,1158.78
4/20/2023,phone,20.58
5/1/2023,business lunch,111.29
8/11/2023,TRANSPORT,24.95
20230619,Transport,27.84
2023-01-10 06:18:23 +0000,transport,-12.27
20230307,health,223.44
2023-03-20 08:50:00 +0000,sport,113.82
2023-01-03 12:32:07 +0000,travel,125.5
2023-12-02 13:05:12 +0000,Restaurant,60.39
2023-11-02 09:30:46 +0000,fuel,58.42
2023-10-29 15:32:27 +0000,Clothes,162.44
11/8/2023,Market,25.69
2023-09-12 01:25:13 +0000,Restaurent,12.03
2023-07-20 01:30:03 +0000,transport,18.78
2023-02-09 00:52:18 +0000,Health,296.29
1/9/2023,Phone Bill,24.91
20231021,MOTEL,150.06
20230913,Coffee,9.67
4/13/2023,utilities,184.38
2023-11-01 18:45:37 +0000,supermarket,104.32
2023-06-30 09:52:01 +0000,Car Rental,79.66
20230409,FUEL,63.41
2023-03-18 11:54:28 +0000,Transportation,3.1
2023-08-21 20:50:58 +0000,restaurant,61.65
2023-12-18 23:15:16 +0000,Cafe,4.56
2023-10-14 17:07:43 +0000,clothing,40.2
20230423,MARKET,104.78
7/23/2023,Utilities,112.59
4/7/2023,Sport,136.15
2023-09-25 19:21:47 +0000,Entertainment,-22.57
6/26/2023,Rental,1224.48
2023-06-16 09:21:59 +0000,Gas,71.77
20231122,Coffee,9.57
2023-06-19 07:44:12 +0000,education,439.4
2023-03-04 09:10:20 +0000,EVENT,174.16
2023-02-12 08:12:33 +0000,Phone Bill,35.24
2023-07-27 21:03:43 +0000,events,61.25
1/10/2023,Market,6.79
2023-06-24 13:11:44 +0000,Transportation,15.58
2023-08-23 10:32:04 +0000,Cab,42.4
2023-06-10 10:11:14 +0000,Phone Bill,15.45
2023-05-28 01:39:34 +0000,COFFEE,??
2023-03-13 16:53:44 +0000,Taxi,6.83
2023-11-06 22:06:34 +0000,Business_Lunch,93.85
10/18/2023,SPORT,-12.87
12/4/2023,resto,70.77
6/14/2023,other,122.51
20230728,Market,117.14
3/7/2023,Misc,150.53
2023-09-28 10:04:04 +0000,FUEL,82
2023-10-24 03:04:08 +0000,supermarket,10.77
2023-04-18 01:09:50 +0000,Rent,679.46
20230109,CLOTHING,
2023-01-25 12:50:22 +0000,coffee,6.69
2023-10-29 12:04:46 +0000,Sports,20.85
1/21/2023,supermarket,40.43
20230607,PHONE,52.28
2023-04-14 22:51:22 +0000,Cafe,5.61
2023-07-06 04:23:57 +0000,Biz Lunch,??
2023-11-18 08:01:48 +0000,rental,1278.73
9/20/2023,EVENT,83.52
2023-03-28 14:58:45 +0000,Motel,71.32
2023-07-21 21:20:34 +0000,Restaurant,29.92
20231014,Film/Enjoyment,44.75
2023-05-08 23:40:09 +0000,Entertainment,39.88
2023-12-22 11:27:40 +0000,TRANSPORT,3.23
5/19/2023,miscellaneous,101.63
20230606,Coffe,8.96
2023-01-04 11:42:23 +0000,Biz Lunch,48.33
20231101,RESTAURANT,55.66
2023-09-09 18:40:43 +0000,MARKET,105.32
2023-10-25 11:18:55 +0000,Restaurent,N/A
2023-06-30 08:14:37 +0000,Supermarket,87.65
20231217,phone,37.25
20231113,Mobile,N/A
10/7/2023,market,40.71
2023-03-15 22:37:09 +0000,Transport,17.18
2023-06-13 21:17:47 +0000,resto,21.7
2023-09-27 17:54:30 +0000,learning,63.7
2023-06-01 09:24:31 +0000,business_lunch,68.8
20231127,Restaurent,21.11
2023-02-27 22:44:31 +0000,Coffee,9.83
2023-04-04 00:48:41 +0000,resto,43.16
2023-03-25 23:10:19 +0000,Clothes,202.27
20231224,Business Lunch,106.16
2023-08-08 02:26:37 +0000,Supermarket,59.42
2023-03-20 11:48:13 +0000,supermarket,106.64
2023-10-23 19:41:08 +0000,TECH,731.13
8/3/2023,market,11.71
5/27/2023,Restuarant,N/A
2023-09-06 10:42:05 +0000,supermarket,66.93
6/29/2023,RESTAURANT,N/A
20230823,CLOTHING,253.99
2/24/2023,Market,
6/14/2023,RESTAURANT,44.95
2023-07-23 07:09:43 +0000,Transport,16.05
2023-04-12 21:10:57 +0000,Transports,2.46
20230807,MARKET,8.09
7/27/2023,motel,62.65
20230803,clothes,211.29
2023-09-26 00:43:37 +0000,restaurant,-13.69
20230629,restaurant,17.76
20230105,restaurant,42.22
20231222,Restaurant,26.42
2023-09-21 05:35:04 +0000,Restaurent,54.32
2023-04-13 20:51:22 +0000,OTHER,127.93
1/31/2023,Supermarket,59.63
2023-10-26 10:16:15 +0000,healthcare,N/A
20230314,TECH,1220.93
4/25/2023,Supermarket,91.27
2023-06-28 03:19:39 +0000,Rent,690.39
2023-02-09 09:02:39 +0000,TRAVEL,723.21
3/30/2023,CLOTHING,-49.16
2023-11-25 23:37:23 +0000,TAXI,
2023-09-07 16:48:10 +0000,communal,72.56
20230213,Phone Bill,-23.49
2023-02-09 10:58:53 +0000,Communal,166.82
2023-11-25 14:35:21 +0000,OTHER,156.5
2023-04-11 08:15:57 +0000,resto,71.68
20230318,market,10.65
2023-07-05 14:05:04 +0000,other,
2023-06-30 09:02:30 +0000,Utilities,-35.41
2023-09-24 21:12:45 +0000,Biz Lunch,84.9
2023-06-08 23:25:41 +0000,Transportation,12.7
2023-12-14 10:18:52 +0000,taxi,12.73
2023-10-06 21:14:14 +0000,Film/Enjoyment,23.83
20230825,Market,100.72
2023-05-04 00:00:20 +0000,TRAVEL,627.52
20230620,Other,89.25
2023-10-20 02:04:21 +0000,Supermarket,65.05
20230402,PHONE,30.45
5/5/2023,restaurant,79.12
2023-04-30 00:12:33 +0000,Restuarant,38.43
2023-07-15 06:22:59 +0000,gas,78.47
2023-10-02 21:50:58 +0000,Car Rental,96.12
2023-06-03 16:14:38 +0000,Phone,29.54
5/1/2023,Clothing,203.84
20231102,resto,38.01
20230419,Restaurant,42.18
2023-01-16 08:55:57 +0000,Transportation,14.3
2023-01-16 17:32:00 +0000,Transportation,13.93
2023-09-05 07:48:35 +0000,Restuarant,43.56
2023-04-08 03:49:59 +0000,Taxi,25.36
2023-03-06 08:51:05 +0000,Mobile,20.36
2023-06-28 03:58:40 +0000,education,182.54
2023-06-24 01:54:45 +0000,rental,1437.14
10/4/2023,Sport,73.55
20230712,gas,-37.58
12/22/2023,COFFEE,5.4
20230829,rent,??
2023-09-02 15:50:06 +0000,Market,39.74
20231028,Coffee,6.26
5/23/2023,RentCar,152.97
2023-05-03 18:29:05 +0000,PHONE,54.26
2023-03-23 19:39:49 +0000,PHONE,52.81
2023-11-21 15:25:43 +0000,Sports,51.22
20231006,restaurant,36.32
2023-01-16 18:12:35 +0000,film/enjoyment,14.24
2023-05-31 20:10:17 +0000,Transportation,11.57
20231223,cab,19.02
2023-09-30 09:29:41 +0000,Market,26.15
2023-05-16 21:21:21 +0000,Transport,29.14
8/6/2023,Transports,14.83
2023-07-25 04:50:39 +0000,Mobile,41.84
1/24/2023,RESTAURANT,21.26
20230923,Restaurent,28.61
20230513,Coffee,??
4/9/2023,HEALTH,122.15
2023-02-01 17:52:42 +0000,supermarket,95.55
2023-03-29 18:40:12 +0000,Restaurent,60.15
2023-09-10 16:46:23 +0000,Business_Lunch,20.12
4/24/2023,TAXI,14.33
2023-03-30 05:26:17 +0000,Healthcare,226.66
2023-11-25 21:57:52 +0000,MARKET,108.33
2023-04-16 16:01:15 +0000,clothes,19.49
20230521,Utilities,
2023-09-09 21:26:53 +0000,Coffe,3.79
2023-06-26 00:25:06 +0000,business_lunch,60.2
20230528,communal,163.6
2023-11-29 13:08:24 +0000,Taxi,42.68
2023-06-13 10:59:49 +0000,Business Lunch,76.21
20230210,learning,245.55
2023-03-28 10:52:25 +0000,Transportation,8.5
2023-08-14 09:58:48 +0000,Fuel,93.25
2023-09-25 10:15:52 +0000,Transportation,11.58
20231103,Sports,126.55
2023-02-08 19:03:29 +0000,Transports,8.91
2023-08-15 13:29:47 +0000,PHONE,52.21
2023-03-22 08:31:00 +0000,resto,55.8
2023-05-30 23:46:39 +0000,restaurant,28.59
20230516,health,231.9
2023-04-05 17:29:13 +0000,Communal,132.37
2023-12-17 21:13:05 +0000,RESTAURANT,59.66
20230925,transport,7.52
2023-06-01 08:27:00 +0000,resto,77.73
2023-09-21 19:46:15 +0000,car rental,38.93
2023-12-21 10:53:59 +0000,learning,75.22
9/18/2023,Other,
20230618,other,129.32
20230123,rental,540.41
9/15/2023,Cab,43.14
5/29/2023,Mobile,50.47
2023-06-03 15:08:49 +0000,event,39.98
2023-12-06 23:24:56 +0000,Restaurent,73.46
2023-11-19 00:26:18 +0000,Other,44.5
2023-08-20 19:49:00 +0000,Transports,23.35
2023-05-31 07:44:49 +0000,film/enjoyment,18.97
5/12/2023,Tech,2224.12
2023-12-14 20:39:45 +0000,Transport,14.41
1/22/2023,Gas,22.23
20230418,Film,15.9
20231005,Restaurant,-11.57
2023-07-15 19:23:12 +0000,Transport,12.15
2023-09-18 05:10:35 +0000,Transport,22.09
2023-04-04 19:40:36 +0000,CLOTHING,15.73
2023-04-17 22:31:31 +0000,miscellaneous,117.12
2023-11-06 05:42:16 +0000,other,15.92
2023-11-30 04:58:33 +0000,Restuarant,66.28
2023-01-20 13:33:30 +0000,Restaurent,
9/7/2023,business lunch,58.96
5/3/2023,Business_Lunch,99.3
2023-10-13 16:53:15 +0000,Rental,456.72
4/28/2023,miscellaneous,130.17
2023-04-10 00:44:48 +0000,Cafe,-8.15
10/5/2023,resto,56.11
2023-06-10 12:49:43 +0000,Transports,13.42
2023-10-08 18:07:37 +0000,travelling,569.38
7/7/2023,Restaurant,
1/30/2023,technology,746.79
2023-04-18 05:29:41 +0000,coffee,9.07
20230528,Event,169.7
2023-06-14 14:23:01 +0000,technology,648.44
2023-06-23 10:15:53 +0000,utilities,130.15
20231212,phone,25.42
2023-05-31 17:48:50 +0000,RESTAURANT,46.22
2023-11-06 19:14:00 +0000,rent car,42.9
2023-11-09 14:01:50 +0000,gas,37.99
2023-02-07 12:17:47 +0000,supermarket,31.09
2023-11-10 02:22:32 +0000,Market,31.19
2023-06-14 14:46:48 +0000,Mobile,55.57
10/2/2023,TRANSPORT,17.02
2023-03-19 10:45:32 +0000,Transport,26.59
2023-04-16 03:05:53 +0000,film/enjoyment,38.37
8/9/2023,education,105.89
20230106,miscellaneous,56.07
2023-05-24 12:26:32 +0000,Taxi,N/A
2023-10-25 08:54:00 +0000,Coffe,4.63
20230131,event,188.44
10/5/2023,Clothes,
20230509,Clothes,184.6
2023-04-01 02:25:32 +0000,Business Lunch,28.37
2023-08-24 16:04:59 +0000,fuel,34.38
2023-12-29 22:50:57 +0000,Sports,46.93
2023-08-02 07:04:15 +0000,supermarket,-39.09
2023-07-20 13:09:29 +0000,supermarket,49.82
2023-04-02 06:18:00 +0000,travelling,584.82
1/12/2023,coffee,??
2023-10-01 09:34:38 +0000,business lunch,86.17
20230829,Restaurant,31.87
11/19/2023,tech,
2023-06-28 09:54:01 +0000,other,25.43
7/26/2023,coffee,2.67
2023-07-01 22:53:24 +0000,Cafe,
2023-07-15 04:49:21 +0000,travel,352.76
2023-07-03 22:38:07 +0000,MOTEL,235.33
20230326,Restaurent,25.31
2023-06-17 11:33:11 +0000,HEALTH,240.71
2023-05-04 08:19:38 +0000,COMMUNAL,94.89
2023-09-12 02:59:26 +0000,TRANSPORT,25.77
9/18/2023,Restuarant,67.52
2023-07-15 16:23:06 +0000,Sport,81.44
20230905,film/enjoyment,22.96
2023-03-29 21:21:53 +0000,Transport,4.51
6/9/2023,Cafe,9.18
2023-09-22 14:20:52 +0000,Coffee,5.98
2023-01-09 14:54:50 +0000,Transports,3.7
2023-01-20 05:12:20 +0000,fuel,32.36
2023-10-27 19:29:09 +0000,resto,
7/4/2023,CLOTHING,181.22
2023-05-22 11:59:48 +0000,OTHER,120.24
11/12/2023,restaurant,
2/1/2023,Film/Enjoyment,29.27
2023-09-01 09:59:40 +0000,Travelling,448.14
4/19/2023,Supermarket,84.97
2023-01-16 20:44:52 +0000,resto,74.77
2023-06-01 00:19:26 +0000,Restaurent,57.32
2023-05-26 08:10:10 +0000,Restaurant,47.84
20230305,resto,74.68
20230215,Coffee,7.57
2023-06-07 15:13:30 +0000,Clothing,25.69
6/1/2023,market,20.18
1/7/2023,cab,16.78
20230217,Sport,77.29
2023-10-14 10:32:12 +0000,Healthcare,-23.36
2023-06-01 05:56:37 +0000,SPORT,133.18
20230520,Market,44.59
2023-10-13 04:36:05 +0000,coffee,8.82
2023-10-15 20:02:20 +0000,MARKET,28.91
2023-02-07 02:07:14 +0000,phone,51.6
2023-12-10 05:38:07 +0000,COMMUNAL,177.02
1/8/2023,cab,27.42
2023-03-16 01:58:44 +0000,resto,50.83
2023-10-12 22:12:46 +0000,taxi,18.27
2023-01-02 14:36:26 +0000,TAXI,40.86
5/11/2023,restaurant,-15.31
20230829,business lunch,34.62
2023-11-11 09:01:17 +0000,MARKET,36.14
20231217,restaurant,74.98
20230924,other,82.66
2023-01-31 18:27:12 +0000,Transportation,27.98
2023-06-07 14:07:34 +0000,Market,30.44
6/26/2023,learning,77.1
20230618,RESTAURANT,71.49
2023-12-20 00:38:56 +0000,Market,73.03
11/21/2023,Transport,5.51
2023-06-21 05:54:33 +0000,supermarket,
2023-02-07 18:32:26 +0000,MARKET,93.86
2023-07-04 06:18:20 +0000,COFFEE,9.91
20230523,Hotel,82.14
2023-04-27 10:23:28 +0000,supermarket,21.88
2023-03-13 05:49:23 +0000,Travel,433.91
2023-11-08 03:06:53 +0000,MOTEL,177.69
2023-01-15 22:20:43 +0000,market,16.67
2023-05-02 13:13:26 +0000,market,40.8
2023-01-16 17:15:47 +0000,TRANSPORT,11.73
2023-12-17 13:10:15 +0000,resto,76.47
2023-11-08 22:11:27 +0000,Rent,1195.92
20230819,market,76.87
2023-12-18 15:16:39 +0000,market,78.83
20230128,Cab,9.73
2023-08-27 04:37:15 +0000,RESTAURANT,50.43
2023-12-31 00:55:48 +0000,Transports,11.28
20230221,MARKET,103.9
20230728,Supermarket,74.81
20231106,fuel,31.56
20230219,Business_Lunch,87.65
12/2/2023,Restaurant,30.18
20230805,COFFEE,5.3
2023-05-31 01:25:39 +0000,resto,22.05
20230425,restaurant,47.5
2023-01-13 16:21:44 +0000,Taxi,29.99
2023-02-20 10:28:01 +0000,Gas,79.44
11/8/2023,restaurant,51.44
20230620,misc,121.21
2023-10-30 07:26:37 +0000,Supermarket,114.36
20230602,sports,90.58
2023-01-24 12:50:57 +0000,Biz Lunch,44.02
2023-06-11 01:16:16 +0000,Communal,88.56
20230823,Restuarant,19.08
2023-06-13 04:52:21 +0000,Coffee,8.49
2023-11-09 03:52:58 +0000,Market,64.62
20231224,MOTEL,103.2
2023-07-26 07:36:02 +0000,market,63.31
11/30/2023,Rent Car,44.68
2023-09-27 09:12:40 +0000,SPORT,63.54
7/24/2023,Coffee,3.23
